Depthm,Salnty,T_degC
51,33.45,11.92
60,33.445,11.85
70,33.356,10.85
75,33.475,10.44
84,33.615,10.1
100,33.731,9.73
124,33.938,8.9
125,33.945,8.83
140,33.972,8.7
150,33.997,8.56
169,34.023,8.43
200,34.074,8.19
201,34.071,8.15
230,34.179,8.31
250,34.221,8.12
269,34.22,7.85
300,34.242,7.38
317,34.24,7.25
377,34.247,6.83
400,34.247,6.72
438,34.264,6.51
500,34.291,6.15
512,34.293,6.13
0,33.117,13.11
2,33.117,13.11
10,33.114,13.08
11,33.123,13.08
11,33.117,13.11
20,33.114,13.01
21,33.122,13.02
30,33.113,12.98
31,33.124,12.98
41,33.12,12.9
50,33.242,11.57
51,33.244,11.53
61,33.237,10.93
71,33.298,10.48
75,33.3,10.04
87,33.498,9.59
100,33.683,9.54
102,33.692,9.54
121,33.814,9.36
125,33.821,9.35
139,33.854,9.26
150,33.889,8.86
170,33.962,8.52
200,34.012,7.97
231,34.017,7.72
250,34.098,7.68
270,34.107,7.64
300,34.103,7.14
322,34.116,6.95
382,34.17,6.59
400,34.182,6.47
441,34.202,6.16
500,34.253,5.69
515,34.26,5.64
0,32.996,13.37
3,32.996,13.37
10,32.993,13.36
10,32.995,13.37
11,32.995,13.35
20,32.993,13.36
21,32.998,13.36
30,32.997,13.35
40,32.992,13.34
50,32.985,13.25
51,32.986,13.25
57,32.982,13.15
64,32.968,12.64
71,32.965,12.27
75,32.967,11.97
84,32.902,11.07
100,32.944,10.18
102,32.957,10.08
121,33.3,9.85
125,33.373,9.84
141,33.527,9.24
150,33.708,9.2
172,33.887,8.89
200,33.961,8.29
201,33.964,8.27
231,34.022,7.97
250,34.022,7.87
270,34.065,7.64
300,34.11,7.51
319,34.156,7.47
382,34.096,6.36
400,34.129,6.27
441,34.191,6.17
500,34.221,5.74
513,34.229,5.71
0,33.074,13.86
2,33.074,13.86
10,33.074,13.86
11,33.074,13.86
20,33.071,13.86
24,33.073,13.86
30,33.071,13.87
39,33.077,13.87
50,33.09,13.87
61,33.078,13.81
74,33.06,13.59
75,33.05,13.45
86,32.992,12.69
100,32.937,10.88
112,33.057,10.85
125,33.17,10.18
141,33.357,9.74
150,33.572,9.66
169,33.784,9.36
200,33.941,8.88
202,33.943,8.88
230,34.015,8.48
250,33.99,8.03
269,34.048,7.98
300,34.053,7.62
319,34.076,7.42
381,34.127,6.84
400,34.115,6.57
437,34.144,6.27
500,34.21,5.91
512,34.217,5.82
0,33.148,14.45
2,33.148,14.45
10,33.142,14.45
10,33.146,14.45
12,33.144,14.45
20,33.153,14.38
30,33.159,14.12
31,33.163,14.13
40,33.169,14.05
50,33.164,13.55
61,33.138,13.09
70,33.129,12.48
75,33.11,11.77
85,33.161,10.99
100,33.348,10.36
119,33.568,9.97
125,33.599,9.87
138,33.684,9.73
150,33.823,9.23
169,33.887,9.01
200,33.947,8.7
229,33.979,8.26
250,34.011,8.07
268,34.017,7.82
300,34.051,7.32
319,34.069,7.21
377,34.162,6.9
400,34.151,6.54
437,34.177,6.33
500,34.216,5.92
514,34.24,5.88
0,33.212,14.27
3,33.212,14.27
10,33.21,14.26
15,33.212,14.24
16,33.212,14.23
20,33.204,14.03
30,33.21,14.02
40,33.214,14.02
47,33.214,13.97
50,33.22,13.72
53,33.235,13.66
61,33.176,12.81
73,33.153,11.27
75,33.195,11.03
84,33.285,10.79
96,33.453,10.4
100,33.495,10.29
110,33.56,10.1
125,33.668,9.73
146,33.816,9.3
150,33.827,9.27
170,33.941,8.88
200,34.001,8.35
201,34.003,8.34
232,34.033,7.92
250,34.054,7.71
272,34.055,7.51
300,34.068,7.23
322,34.069,7.07
382,34.155,6.79
400,34.163,6.68
438,34.178,6.34
500,34.223,5.72
515,34.239,5.7
0,33.181,14.12
1,33.181,14.12
9,33.179,14.13
10,33.179,14.12
20,33.185,13.86
30,33.183,13.82
39,33.187,13.81
49,33.184,13.79
50,33.183,13.78
59,33.077,12.79
70,33.052,11.68
75,33.069,11.51
86,33.096,10.94
100,33.287,10.23
101,33.285,10.25
119,33.501,9.83
125,33.57,9.67
141,33.633,9.51
150,33.709,9.36
168,33.839,8.99
200,33.957,8.53
201,33.958,8.54
229,34.016,8.23
250,34.048,8.08
269,34.075,7.88
300,34.11,7.62
319,34.125,7.4
379,34.16,6.74
400,34.16,6.57
436,34.157,6.09
500,34.202,5.63
516,34.224,5.6
0,33.455,13.42
2,33.455,13.42
5,33.451,13.47
10,33.471,13.24
10,33.458,13.29
15,33.465,13.11
20,33.472,13.0
30,33.486,12.77
31,33.487,12.78
0,33.42,13.96
2,33.42,13.96
9,33.422,13.94
9,33.421,13.95
10,33.441,13.73
16,33.488,12.04
20,33.499,11.9
24,33.504,11.83
30,33.574,11.38
31,33.575,11.4
39,33.64,11.11
45,33.687,10.92
50,33.692,10.89
0,33.423,14.1
2,33.423,14.1
10,33.429,13.49
10,33.422,13.49
20,33.437,13.12
30,33.496,11.8
40,33.581,11.45
50,33.619,11.17
60,33.694,10.83
71,33.759,10.56
75,33.771,10.51
85,33.863,10.23
100,33.943,10.06
101,33.945,10.06
121,34.026,9.81
125,34.043,9.7
140,34.094,9.56
150,34.099,9.44
167,34.154,9.3
200,34.178,8.93
227,34.225,8.78
250,34.232,8.52
268,34.237,8.24
300,34.243,7.85
317,34.257,7.68
377,34.267,7.43
400,34.274,7.26
438,34.294,6.88
500,34.313,6.56
515,34.315,6.51
0,33.372,13.52
2,33.372,13.52
10,33.367,13.5
11,33.369,13.51
11,33.369,13.5
20,33.368,13.21
21,33.368,13.19
30,33.388,12.32
40,33.401,11.97
50,33.519,11.11
51,33.51,11.12
60,33.604,10.73
71,33.683,10.33
75,33.72,10.23
85,33.805,9.9
100,33.856,9.78
101,33.859,9.79
120,33.966,9.51
125,34.011,9.33
140,34.054,9.22
150,34.079,9.24
169,34.147,8.93
200,34.168,8.77
202,34.169,8.73
230,34.208,8.52
250,34.227,8.41
266,34.227,8.16
300,34.253,7.82
318,34.257,7.75
376,34.278,7.25
400,34.283,7.14
436,34.3,6.85
500,34.338,6.18
512,34.339,6.14
600,34.369,5.66
608,34.372,5.62
700,34.388,5.37
705,34.392,5.36
709,34.389,5.35
0,33.46,13.09
2,33.46,13.09
10,33.459,13.09
10,33.46,13.09
20,33.459,13.09
30,33.461,13.06
39,33.491,12.57
49,33.603,11.49
50,33.612,11.42
59,33.68,11.09
69,33.716,10.66
75,33.718,10.57
84,33.717,10.22
100,33.782,9.94
101,33.759,10.01
119,33.902,9.63
125,33.914,9.6
139,34.003,9.2
150,34.037,9.15
169,34.102,8.88
200,34.148,8.73
201,34.148,8.73
230,34.173,8.52
250,34.191,8.31
270,34.21,8.12
300,34.243,7.89
318,34.252,7.72
379,34.285,7.18
400,34.295,6.99
445,34.316,6.65
500,34.331,6.37
0,33.323,12.58
2,33.323,12.58
5,33.321,12.59
9,33.322,12.59
10,33.321,12.59
20,33.321,12.59
30,33.33,12.48
39,33.344,11.93
49,33.403,11.19
50,33.422,11.08
60,33.55,10.44
69,33.559,10.41
0,33.222,13.1
3,33.222,13.1
9,33.22,13.1
10,33.218,13.08
10,33.22,13.09
19,33.219,13.07
20,33.218,13.09
30,33.22,13.06
38,33.219,13.05
45,33.22,13.05
50,33.219,13.01
53,33.222,13.0
62,33.281,11.56
71,33.334,10.83
75,33.419,10.48
86,33.606,9.95
100,33.768,9.56
101,33.769,9.56
120,33.832,9.34
125,33.834,9.32
140,33.893,9.14
150,33.902,9.06
171,33.931,8.92
200,33.994,8.33
202,33.994,8.35
231,34.025,7.96
250,34.048,7.64
271,34.057,7.57
300,34.075,7.41
321,34.082,7.26
382,34.209,7.1
400,34.214,6.92
441,34.222,6.64
500,34.248,6.15
514,34.264,6.11
0,32.991,12.89
2,32.991,12.89
10,32.991,12.88
12,32.992,12.86
12,32.994,12.85
20,32.996,12.75
21,32.998,12.75
30,33.002,12.72
31,33.004,12.72
41,33.027,12.68
50,33.02,12.47
51,33.022,12.46
61,33.001,11.98
71,32.996,11.52
75,33.001,11.52
86,33.119,10.67
100,33.434,9.93
101,33.4,10.0
121,33.698,9.55
125,33.736,9.49
141,33.88,9.23
150,33.932,9.03
172,33.964,8.75
200,34.037,8.37
202,34.04,8.37
229,34.073,8.07
250,34.122,7.95
271,34.125,7.64
300,34.149,7.46
321,34.174,7.41
381,34.219,6.81
400,34.226,6.73
441,34.236,6.42
500,34.246,6.01
511,34.245,5.98
0,33.049,13.39
2,33.049,13.39
10,33.048,13.39
10,33.048,13.39
19,33.046,13.37
20,33.048,13.4
29,33.046,13.38
30,33.041,13.37
39,33.041,13.37
49,33.018,13.23
50,33.014,13.23
59,33.01,13.1
69,32.985,12.18
75,33.003,11.78
84,32.987,11.1
100,32.999,10.61
120,33.361,10.21
125,33.437,10.12
140,33.561,9.84
150,33.632,9.78
169,33.871,9.34
200,33.97,8.73
201,33.972,8.68
229,34.019,8.13
250,34.035,7.79
268,34.054,7.59
300,34.077,7.26
319,34.085,7.09
348,34.109,6.79
378,34.121,6.3
400,34.136,6.16
440,34.174,5.99
500,34.219,5.73
514,34.221,5.69
0,33.164,13.84
1,33.164,13.84
10,33.164,13.83
10,33.164,13.83
20,33.165,13.83
30,33.165,13.83
40,33.177,13.87
50,33.184,13.89
61,33.186,13.88
70,33.185,13.87
75,33.197,13.69
84,33.126,12.8
100,33.13,11.3
101,33.125,11.43
120,33.309,10.55
125,33.39,10.31
139,33.597,9.95
150,33.673,9.81
168,33.817,9.48
200,33.988,8.81
201,33.988,8.84
229,34.058,8.38
250,34.079,8.2
268,34.083,8.01
300,34.093,7.64
318,34.108,7.43
376,34.143,6.93
400,34.158,6.68
437,34.167,6.29
500,34.225,6.0
515,34.239,5.96
0,33.265,14.73
2,33.265,14.73
10,33.293,14.8
11,33.283,14.75
11,33.287,14.75
18,33.3,14.8
20,33.298,14.8
27,33.302,14.79
30,33.306,14.81
36,33.319,14.83
45,33.34,14.94
50,33.46,15.35
55,33.506,15.49
62,33.484,15.42
71,33.441,15.21
75,33.314,14.31
83,33.15,13.37
92,33.124,12.73
100,33.021,11.64
101,33.024,11.74
114,33.028,11.05
125,33.22,10.67
127,33.234,10.62
145,33.443,10.1
150,33.513,9.86
172,33.793,9.52
200,33.915,9.03
232,33.981,8.52
250,34.01,8.07
272,34.026,7.73
300,34.094,7.64
321,34.105,7.49
379,34.117,6.73
400,34.176,6.79
440,34.19,6.27
500,34.214,5.83
516,34.234,5.78
0,33.392,15.56
2,33.392,15.56
10,33.448,15.59
11,33.453,15.59
11,33.455,15.6
20,33.465,15.58
26,33.468,15.57
30,33.487,15.64
41,33.503,15.66
50,33.494,15.63
51,33.498,15.63
63,33.471,15.51
75,33.122,13.88
88,33.089,13.03
100,33.069,12.44
101,33.069,12.45
113,33.051,11.71
125,33.283,10.44
126,33.271,10.45
140,33.507,10.09
150,33.588,9.79
171,33.758,9.34
200,33.916,8.97
231,33.987,8.49
250,33.998,8.16
272,34.017,7.82
300,34.026,7.23
321,34.055,7.04
382,34.125,6.57
400,34.155,6.45
439,34.181,6.2
500,34.217,5.71
518,34.221,5.55
0,33.176,14.43
1,33.176,14.43
9,33.176,14.44
10,33.176,14.42
10,33.176,14.44
19,33.171,14.13
20,33.164,14.11
30,33.165,14.09
39,33.165,14.05
49,33.134,13.56
50,33.115,13.39
59,33.123,13.36
69,33.217,13.45
75,33.231,13.21
85,33.208,11.33
100,33.39,10.41
101,33.391,10.43
119,33.523,10.34
125,33.617,10.17
139,33.723,9.64
150,33.792,9.48
169,33.902,9.05
200,33.986,8.4
202,33.988,8.39
229,34.029,8.01
250,34.043,7.71
268,34.063,7.55
300,34.106,7.18
318,34.123,7.05
377,34.151,6.57
400,34.158,6.46
438,34.171,6.14
500,34.237,5.7
513,34.239,5.68
0,33.423,14.22
2,33.423,14.22
6,33.435,13.49
10,33.462,13.23
15,33.474,12.89
20,33.52,11.89
0,33.364,15.19
2,33.364,15.19
5,33.371,14.87
10,33.372,14.52
20,33.38,13.77
30,33.462,12.45
31,33.466,12.38
35,33.543,11.68
0,33.382,14.91
2,33.382,14.91
6,33.374,14.78
10,33.364,14.41
20,33.403,13.13
21,33.401,13.19
30,33.461,12.13
40,33.491,11.9
50,33.588,11.17
60,33.694,10.93
0,33.382,14.52
2,33.382,14.52
9,33.377,14.31
10,33.376,14.3
19,33.366,13.77
20,33.364,13.68
24,33.362,13.56
30,33.361,13.23
40,33.392,12.21
49,33.506,11.35
50,33.511,11.34
59,33.584,11.19
69,33.66,10.88
75,33.673,10.8
84,33.768,10.34
100,33.805,10.0
101,33.804,10.01
119,33.909,9.58
125,33.942,9.57
139,34.026,9.44
150,34.092,9.46
169,34.143,9.15
200,34.172,8.9
201,34.167,8.91
228,34.195,8.68
250,34.233,8.56
269,34.248,8.48
300,34.24,8.08
318,34.25,7.98
377,34.278,7.4
400,34.26,7.1
437,34.271,6.89
500,34.308,6.5
513,34.309,6.43
0,33.388,14.73
2,33.388,14.73
10,33.388,14.71
10,33.387,14.71
20,33.37,13.76
30,33.382,12.3
40,33.441,11.75
50,33.518,11.36
60,33.591,11.11
68,33.668,10.92
75,33.684,10.76
84,33.728,10.46
100,33.898,10.26
101,33.869,10.27
119,33.971,10.01
125,34.004,9.9
139,34.033,9.79
150,34.064,9.68
168,34.097,9.56
200,34.196,8.97
228,34.226,8.66
250,34.236,8.4
268,34.239,8.15
300,34.243,7.85
316,34.251,7.62
0,33.377,14.63
2,33.377,14.63
10,33.371,14.37
11,33.374,14.37
20,33.368,14.29
21,33.371,14.29
30,33.352,12.84
31,33.355,12.84
41,33.436,12.25
50,33.453,11.47
51,33.455,11.46
61,33.547,10.81
71,33.663,10.79
75,33.747,10.59
85,33.779,10.55
100,33.85,10.42
121,33.929,10.0
125,33.959,10.0
140,34.034,9.72
150,34.085,9.54
171,34.139,9.18
200,34.186,8.9
201,34.186,8.89
231,34.213,8.65
250,34.232,8.43
271,34.23,8.15
300,34.239,7.88
322,34.241,7.68
381,34.272,7.22
400,34.279,7.1
440,34.291,6.85
500,34.327,6.32
512,34.332,6.23
0,33.369,14.2
2,33.369,14.2
9,33.369,14.2
9,33.369,14.2
10,33.368,14.2
18,33.342,13.63
20,33.336,13.13
28,33.363,12.39
30,33.373,12.32
38,33.43,11.91
45,33.485,11.55
50,33.557,11.28
53,33.578,11.23
62,33.679,10.83
71,33.765,10.55
75,33.781,10.48
86,33.812,10.2
100,33.87,9.86
101,33.867,9.87
120,33.99,9.57
125,34.038,9.53
140,34.095,9.37
150,34.106,9.2
172,34.139,8.96
200,34.157,8.59
201,34.152,8.6
232,34.188,8.21
250,34.215,8.19
271,34.212,7.97
300,34.233,7.65
321,34.24,7.5
382,34.263,7.09
400,34.273,6.94
441,34.293,6.62
500,34.31,6.38
512,34.314,6.31
0,33.343,14.18
2,33.343,14.18
10,33.345,14.17
20,33.345,14.18
30,33.346,14.17
40,33.347,14.16
50,33.297,13.31
60,33.271,12.18
70,33.299,11.82
75,33.337,11.63
85,33.444,11.11
100,33.634,10.44
101,33.627,10.45
119,33.733,10.09
125,33.746,10.07
138,33.85,9.73
150,33.916,9.53
168,33.96,9.3
200,34.099,9.0
228,34.058,8.43
250,34.108,8.32
268,34.155,8.31
300,34.151,7.59
318,34.151,7.38
377,34.198,6.998
400,34.243,7.06
437,34.246,6.59
500,34.27,6.33
514,34.27,6.22
0,33.229,13.74
2,33.229,13.74
10,33.228,13.75
20,33.227,13.74
21,33.228,13.74
30,33.226,13.73
31,33.228,13.74
41,33.229,13.69
50,33.242,12.84
60,33.269,11.89
70,33.33,11.39
75,33.377,11.13
85,33.466,10.78
100,33.557,10.49
101,33.562,10.44
120,33.705,9.94
125,33.768,9.79
138,33.851,9.68
150,33.904,9.42
168,34.002,9.19
200,34.109,8.81
201,34.112,8.8
229,34.193,8.64
250,34.216,8.5
269,34.234,8.29
300,34.255,7.95
318,34.257,7.78
378,34.257,7.26
400,34.255,7.01
436,34.265,6.6
500,34.274,6.16
514,34.274,6.12
0,33.255,13.89
2,33.255,13.89
10,33.254,13.89
11,33.256,13.89
20,33.258,13.9
21,33.258,13.9
30,33.262,13.91
31,33.264,13.91
41,33.266,13.91
50,33.242,13.77
51,33.244,13.75
61,33.152,13.27
71,33.259,12.93
75,33.269,12.69
86,33.272,11.75
100,33.372,11.14
121,33.6,10.43
125,33.656,10.18
141,33.803,9.75
150,33.842,9.59
171,33.946,9.3
200,34.009,8.73
201,34.015,8.72
231,34.066,8.44
250,34.088,8.16
271,34.095,7.82
300,34.12,7.53
321,34.132,7.25
380,34.189,6.68
400,34.215,6.56
440,34.246,6.33
500,34.29,6.05
515,34.297,6.03
0,33.189,14.03
2,33.189,14.03
10,33.188,14.03
14,33.188,14.03
20,33.187,14.03
21,33.188,14.03
28,33.188,14.03
30,33.186,14.02
35,33.188,14.02
42,33.137,13.47
48,33.162,13.46
50,33.167,13.44
54,33.154,13.31
66,33.13,12.78
75,33.095,11.78
77,33.091,11.71
89,33.105,10.82
100,33.312,10.78
101,33.311,10.78
121,33.582,10.1
125,33.587,10.08
141,33.648,9.88
150,33.708,9.77
171,33.84,9.34
200,33.986,8.64
201,33.99,8.61
232,34.003,8.29
250,34.023,7.99
272,34.053,7.77
300,34.081,7.44
321,34.171,7.6
383,34.23,7.23
400,34.233,7.08
441,34.239,6.67
500,34.273,6.26
514,34.278,6.16
0,33.221,14.4
3,33.221,14.4
10,33.219,14.4
11,33.221,14.4
20,33.219,14.41
25,33.224,14.41
30,33.219,14.4
41,33.222,14.4
50,33.218,14.4
51,33.222,14.4
62,33.188,13.9
75,33.159,13.37
76,33.18,13.55
88,33.109,12.64
100,33.051,11.65
101,33.052,11.62
112,33.118,11.17
125,33.298,11.02
139,33.489,10.68
150,33.58,10.47
170,33.74,9.84
200,33.918,9.12
201,33.918,9.13
229,34.01,8.57
250,34.019,8.38
270,34.047,8.07
300,34.071,7.67
317,34.095,7.53
378,34.136,6.91
400,34.157,6.69
437,34.172,6.25
500,34.219,5.85
515,34.231,5.78
0,33.184,14.87
1,33.184,14.87
10,33.182,14.88
11,33.182,14.88
20,33.181,14.88
25,33.181,14.88
30,33.181,14.87
40,33.187,14.83
50,33.243,14.85
62,33.2,14.49
75,33.186,14.39
76,33.192,14.39
88,33.159,13.99
100,33.114,12.68
101,33.117,12.66
113,33.123,12.23
125,33.141,11.31
140,33.237,11.04
150,33.431,10.5
170,33.541,9.93
200,33.855,9.3
202,33.867,9.27
230,33.948,8.84
250,33.988,8.45
266,34.005,8.16
300,34.031,7.59
318,34.042,7.38
379,34.091,6.79
400,34.103,6.6
439,34.138,6.25
500,34.201,6.01
514,34.208,5.93
0,33.618,16.41
4,33.618,16.41
10,33.617,16.41
16,33.618,16.41
20,33.617,16.4
25,33.62,16.4
30,33.62,16.41
37,33.622,16.41
50,33.621,16.41
59,33.623,16.41
68,33.622,16.41
75,33.625,16.42
76,33.627,16.42
88,33.635,16.39
100,33.489,14.7
109,33.279,13.7
120,33.183,12.88
125,33.212,12.6
132,33.185,12.24
141,33.326,11.63
150,33.538,11.28
166,33.644,10.85
196,33.787,9.63
200,33.807,9.5
231,34.01,9.05
250,34.054,8.62
271,34.123,8.58
300,34.163,8.26
321,34.135,7.94
380,34.21,7.47
400,34.219,7.37
439,34.183,6.6
500,34.206,5.93
515,34.219,5.9
0,33.615,16.15
2,33.615,16.15
10,33.611,16.13
20,33.612,16.15
25,33.603,16.12
30,33.601,16.12
39,33.599,16.11
50,33.597,16.11
60,33.601,16.11
62,33.611,16.13
75,33.682,16.34
87,33.698,16.18
100,33.524,12.67
112,33.604,11.97
123,33.717,11.33
125,33.696,10.96
139,33.755,10.38
150,33.796,9.85
169,33.861,9.35
200,33.968,8.83
201,33.971,8.8
229,34.019,8.48
250,34.059,8.44
267,34.117,8.41
300,34.108,7.76
317,34.142,7.64
377,34.239,7.24
400,34.17,6.43
438,34.168,6.04
500,34.251,5.8
514,34.287,5.88
0,33.364,14.12
2,33.364,14.12
6,33.367,14.12
10,33.371,13.92
11,33.371,13.76
12,33.37,13.78
16,33.397,12.86
0,33.353,14.42
2,33.353,14.42
10,33.349,14.25
20,33.328,13.52
30,33.348,12.13
40,33.443,11.38
50,33.536,10.81
60,33.596,10.63
70,33.712,10.54
75,33.782,10.54
85,33.858,10.21
100,33.942,9.94
101,33.938,9.93
119,34.008,9.8
125,34.052,9.74
139,34.105,9.66
150,34.133,9.54
169,34.157,9.3
200,34.204,9.05
202,34.204,9.03
228,34.216,8.89
250,34.224,8.72
267,34.228,8.65
300,34.25,8.3
318,34.25,8.12
379,34.257,7.57
400,34.262,7.51
438,34.275,7.29
500,34.279,6.66
512,34.282,6.53
0,33.338,14.53
1,33.338,14.53
10,33.334,14.45
20,33.327,13.9
30,33.314,13.02
40,33.314,12.6
50,33.373,12.17
60,33.422,11.55
69,33.488,10.94
75,33.517,10.84
85,33.682,10.58
100,33.797,10.37
120,33.946,10.11
125,34.008,9.99
139,34.057,9.76
150,34.051,9.35
169,34.131,9.26
200,34.225,9.09
201,34.227,9.09
229,34.242,8.68
250,34.24,8.62
269,34.245,8.55
300,34.239,8.19
318,34.256,8.07
376,34.264,7.63
400,34.262,7.41
437,34.267,6.99
500,34.29,6.5
515,34.291,6.31
0,33.35,14.83
2,33.35,14.83
10,33.347,14.73
13,33.35,14.71
20,33.347,14.68
21,33.342,14.56
30,33.307,13.62
32,33.306,13.54
42,33.279,13.01
50,33.289,12.54
54,33.297,12.32
65,33.346,11.72
75,33.469,11.45
76,33.435,11.46
85,33.597,11.44
97,33.678,11.15
100,33.688,11.08
109,33.729,10.93
121,33.76,10.63
125,33.794,10.61
141,33.835,10.48
150,33.914,10.22
170,34.032,9.84
200,34.139,9.38
231,34.195,8.89
250,34.209,8.73
270,34.221,8.46
300,34.248,8.17
320,34.255,7.95
380,34.273,7.21
400,34.287,6.96
440,34.299,6.62
500,34.322,6.24
515,34.325,6.17
0,33.358,15.95
2,33.358,15.95
10,33.349,14.25
11,33.348,14.25
11,33.348,14.25
20,33.35,14.17
30,33.343,13.88
31,33.342,13.9
40,33.327,13.31
50,33.35,12.82
61,33.348,12.1
71,33.427,11.15
75,33.422,11.15
86,33.504,10.97
100,33.65,10.5
101,33.657,10.5
121,33.855,9.97
125,33.884,9.98
141,33.918,9.4
150,33.968,9.4
171,33.989,9.01
200,34.08,8.74
201,34.078,8.74
231,34.166,8.61
250,34.198,8.44
271,34.175,8.04
300,34.178,7.65
321,34.21,7.61
381,34.21,6.92
400,34.243,6.84
441,34.268,6.57
500,34.305,6.18
515,34.307,6.1
0,33.363,14.54
1,33.363,14.54
5,33.352,14.23
10,33.363,14.18
20,33.511,11.97
30,33.677,11.07
41,33.766,10.76
50,33.767,10.75
51,33.766,10.75
61,33.782,10.68
66,33.786,10.67
0,33.311,13.86
1,33.311,13.86
10,33.308,13.73
20,33.301,13.59
29,33.29,13.2
30,33.293,13.08
40,33.299,12.68
50,33.305,12.26
60,33.33,11.7
70,33.354,11.16
75,33.389,11.06
84,33.484,10.85
100,33.716,10.24
101,33.702,10.27
120,33.829,9.91
125,33.857,9.7
139,33.919,9.55
150,33.929,9.53
167,33.995,9.49
200,34.066,8.89
203,34.073,8.85
230,34.183,8.89
250,34.201,8.64
270,34.227,8.4
300,34.234,8.11
319,34.224,7.95
379,34.251,7.64
400,34.257,7.27
437,34.267,6.87
500,34.306,6.36
515,34.294,6.27
0,33.372,14.76
2,33.372,14.76
10,33.372,14.76
20,33.375,14.75
30,33.363,14.64
40,33.344,14.42
50,33.321,14.1
60,33.285,13.34
69,33.295,12.47
75,33.383,11.93
84,33.418,11.75
100,33.607,11.17
120,33.727,10.69
125,33.744,10.66
139,33.861,10.31
150,33.91,9.84
169,34.024,9.73
200,34.072,9.1
201,34.064,9.06
229,34.109,8.76
250,34.089,8.24
269,34.107,7.98
300,34.247,8.17
320,34.226,7.78
381,34.196,6.98
400,34.219,6.78
439,34.275,6.8
500,34.296,6.31
511,34.304,6.35
0,33.409,14.89
3,33.409,14.89
10,33.409,14.89
20,33.413,14.89
30,33.409,14.89
40,33.335,14.14
46,33.263,13.41
50,33.215,13.03
60,33.196,12.04
70,33.31,11.68
75,33.399,11.47
84,33.408,11.08
100,33.631,10.47
101,33.628,10.48
120,33.768,9.96
125,33.789,9.87
139,33.831,9.61
150,33.896,9.41
169,33.968,9.03
200,34.059,8.68
202,34.06,8.6
229,34.152,8.55
250,34.154,8.34
268,34.168,8.16
300,34.258,8.13
318,34.252,7.93
377,34.281,7.39
400,34.288,7.21
437,34.296,6.92
500,34.314,6.47
514,34.317,6.36
0,33.296,14.47
2,33.296,14.47
10,33.296,14.47
19,33.294,14.46
20,33.292,14.46
30,33.296,14.47
39,33.204,13.48
49,33.167,12.68
50,33.157,12.54
59,33.154,11.96
69,33.15,11.56
75,33.199,11.34
84,33.27,10.94
100,33.527,10.44
101,33.518,10.45
120,33.731,9.99
125,33.794,9.84
139,33.875,9.51
150,33.961,9.43
169,33.998,9.06
200,34.067,8.71
201,34.067,8.72
229,34.104,8.45
250,34.093,8.03
268,34.106,7.9
300,34.276,8.34
318,34.289,8.15
378,34.166,6.92
400,34.175,6.64
437,34.209,6.44
500,34.287,6.15
514,34.294,6.06
0,33.266,14.52
2,33.266,14.52
10,33.264,14.51
12,33.269,14.51
20,33.263,14.49
23,33.264,14.49
29,33.263,14.48
30,33.261,14.48
36,33.262,14.47
45,33.231,13.87
50,33.237,12.78
55,33.221,12.43
65,33.223,11.98
75,33.221,11.55
86,33.282,10.73
100,33.482,10.23
101,33.471,10.26
121,33.637,9.9
125,33.7,9.75
142,33.78,9.51
150,33.841,9.26
170,33.963,8.91
200,34.054,8.68
201,34.052,8.69
230,34.164,8.54
250,34.169,8.13
271,34.162,7.85
300,34.156,7.51
321,34.152,7.22
381,34.177,6.6
400,34.188,6.42
442,34.235,6.2
500,34.28,5.87
513,34.293,5.86
0,33.314,14.43
2,33.314,14.43
10,33.309,14.44
11,33.311,14.44
20,33.308,14.44
21,33.311,14.44
30,33.307,14.42
31,33.308,14.43
40,33.218,13.57
50,33.2,13.06
51,33.201,13.07
60,33.202,12.89
70,33.186,12.13
75,33.189,11.93
85,33.202,11.34
100,33.342,10.47
101,33.355,10.46
120,33.633,10.02
125,33.729,9.82
139,33.833,9.49
150,33.901,9.28
169,33.955,9.08
200,34.069,8.59
202,34.07,8.61
229,34.108,8.2
250,34.175,8.29
270,34.129,7.89
300,34.194,7.67
316,34.167,7.36
378,34.209,6.87
400,34.209,6.58
441,34.232,6.39
500,34.286,6.04
516,34.307,5.96
0,33.24,14.61
3,33.24,14.61
10,33.24,14.62
20,33.239,14.63
25,33.24,14.63
30,33.238,14.62
40,33.24,14.62
50,33.218,14.36
61,33.211,14.15
75,33.224,14.03
88,33.153,13.17
100,33.109,11.96
101,33.107,11.98
112,33.173,11.4
124,33.326,10.89
125,33.372,10.78
140,33.46,10.37
150,33.525,10.13
163,33.654,9.93
198,33.903,9.11
200,33.919,9.06
228,33.992,8.64
250,34.016,8.19
269,34.051,7.9
300,34.081,7.62
317,34.098,7.46
377,34.144,6.69
400,34.165,6.56
438,34.192,6.24
500,34.234,5.88
513,34.248,5.85
0,33.247,14.85
2,33.247,14.85
10,33.243,14.84
18,33.246,14.85
20,33.246,14.86
27,33.251,14.86
30,33.248,14.87
35,33.246,14.86
44,33.247,14.85
50,33.243,14.84
54,33.245,14.85
63,33.25,14.78
73,33.196,13.97
75,33.172,13.52
81,33.151,13.36
92,33.11,12.89
100,33.105,12.62
102,33.107,12.59
113,33.083,12.19
125,33.078,11.51
127,33.075,11.5
148,33.34,10.92
150,33.359,10.87
172,33.605,9.94
200,33.813,9.32
232,33.986,8.83
250,34.027,8.54
